SimpleID INATTENTIVE_RESP Q_TotalDurationSecs Gender Vehicles HomePark ModelYear Hybrid BuyLease UsedPurchaseYear VehPrice VehSize KnowMPG VehMPG Age Education License Occupation CommuteFullLength DriveCommute WorkParkFee HH_Head Income Kids Adolescent Adults Workers Zipcode HomeType scenario_num year scenario_year in_year choice gas_price ele_price gasveh_price gasveh_mpg gasveh_range gasveh_size hev_price hev_mpg hev_range hev_size bev_price bev_mpg bev_range bev_size curveh_price curveh_mpg curveh_range curveh_size curveh_model_year
103 1 469 2 3 4 2009 2 2 2013 23000 3 2 -99 2 3 1 4 -99 -99 -99 1 4 4 2 2 2 20866 2 13 2020 6 1 1 5.3 5.2 43000 28 0 2 50000 29 0 2 18000 118 115 0 43000 26 -99 2 2014
103 1 469 2 3 4 2009 2 2 2013 23000 3 2 -99 2 3 1 4 -99 -99 -99 1 4 4 2 2 2 20866 2 14 2021 7 0 1 5.48 5.35 28000 25 0 2 28000 54 0 0 28000 131 110 1 43000 26 -99 2 2014
103 1 469 2 3 4 2009 2 2 2013 23000 3 2 -99 2 3 1 4 -99 -99 -99 1 4 4 2 2 2 20866 2 15 2021 7 1 1 5.48 5.35 50000 33 0 2 28000 49 0 1 21000 131 120 0 43000 26 -99 2 2014
103 1 469 2 3 4 2009 2 2 2013 23000 3 2 -99 2 3 1 4 -99 -99 -99 1 4 4 2 2 2 20866 2 16 2022 8 0 1 5.79 5.43 13000 40 0 0 35000 38 0 2 24000 144 125 0 43000 26 -99 2 2014
103 1 469 2 3 4 2009 2 2 2013 23000 3 2 -99 2 3 1 4 -99 -99 -99 1 4 4 2 2 2 20866 2 17 2022 8 1 1 5.79 5.43 35000 26 0 2 20000 61 0 1 32000 134 130 1 43000 26 -99 2 2014
104 0 279 2 2 4 2000 2 2 2000 4000 2 2 -99 3 2 1 4 -99 -99 -99 2 2 2 1 2 2 21061 2 0 2014 0 0 1 3.25 4.5 43000 26 0 2 21000 48 0 0 18000 110 70 0 4000 -97 -99 2 2000
104 0 279 2 2 4 2000 2 2 2000 4000 2 2 -99 3 2 1 4 -99 -99 -99 2 2 2 1 2 2 21061 2 1 2014 0 1 1 3.25 4.5 18000 24 0 1 28000 40 0 0 24000 130 70 0 4000 -97 -99 2 2000
104 0 279 2 2 4 2000 2 2 2000 4000 2 2 -99 3 2 1 4 -99 -99 -99 2 2 2 1 2 2 21061 2 2 2015 1 0 1 3.43 4.55 18000 22 0 1 28000 21 0 2 18000 103 65 0 4000 -97 -99 2 2000
104 0 279 2 2 4 2000 2 2 2000 4000 2 2 -99 3 2 1 4 -99 -99 -99 2 2 2 1 2 2 21061 2 3 2015 1 1 1 3.43 4.55 28000 15 0 2 28000 21 0 2 20000 83 65 1 4000 -97 -99 2 2000
104 0 279 2 2 4 2000 2 2 2000 4000 2 2 -99 3 2 1 4 -99 -99 -99 2 2 2 1 2 2 21061 2 4 2016 2 0 2 3.52 4.64 13000 28 0 0 21000 56 0 0 24000 126 95 0 4000 -97 -99 2 2000
104 0 279 2 2 4 2000 2 2 2000 4000 2 2 -99 3 2 1 4 -99 -99 -99 2 2 2 1 2 2 21061 2 10 2019 5 0 1 3.91 4.82 16000 38 0 0 35000 28 0 2 21000 125 85 0 13000 28 -99 0 2016
104 0 279 2 2 4 2000 2 2 2000 4000 2 2 -99 3 2 1 4 -99 -99 -99 2 2 2 1 2 2 21061 2 11 2019 5 1 1 3.91 4.82 43000 31 0 2 28000 28 0 2 28000 125 135 1 13000 28 -99 0 2016
104 0 279 2 2 4 2000 2 2 2000 4000 2 2 -99 3 2 1 4 -99 -99 -99 2 2 2 1 2 2 21061 2 12 2020 6 0 2 4.26 4.91 43000 28 0 2 43000 33 0 2 28000 118 90 1 13000 28 -99 0 2016
105 1 431 1 2 3 2011 1 1 -99 16000 2 1 -98 2 3 1 1 30 1 5 1 4 2 2 1 2 21061 2 0 2014 0 0 3 4.25 4 22000 20 0 1 24000 44 0 0 32000 100 75 1 16000 -98 -99 2 2011
105 1 431 1 2 3 2011 1 1 -99 16000 2 1 -98 2 3 1 1 30 1 5 1 4 2 2 1 2 21061 2 6 2017 3 0 3 4.6 4.23 50000 25 0 2 28000 33 0 2 21000 109 85 0 16000 -98 -99 2 2014
105 1 431 1 2 3 2011 1 1 -99 16000 2 1 -98 2 3 1 1 30 1 5 1 4 2 2 1 2 21061 2 12 2020 6 0 3 5.51 4.76 18000 32 0 1 28000 26 0 2 20000 98 90 1 28000 33 -99 2 2017
106 0 366 1 2 1 2012 2 1 -99 22000 2 2 -99 5 6 1 1 50 1 0 1 5 1 1 1 2 20901 6 0 2014 0 0 1 3.75 4.5 22000 32 0 1 32000 35 0 1 20000 100 110 1 22000 -97 -99 2 2012
106 0 366 1 2 1 2012 2 1 -99 22000 2 2 -99 5 6 1 1 50 1 0 1 5 1 1 1 2 20901 6 1 2014 0 1 1 3.75 4.5 25000 24 0 0 28000 44 0 0 24000 110 60 0 22000 -97 -99 2 2012
106 0 366 1 2 1 2012 2 1 -99 22000 2 2 -99 5 6 1 1 50 1 0 1 5 1 1 1 2 20901 6 2 2015 1 0 1 4.01 4.76 28000 27 0 2 20000 47 0 1 21000 123 65 0 22000 -97 -99 2 2012
106 0 366 1 2 1 2012 2 1 -99 22000 2 2 -99 5 6 1 1 50 1 0 1 5 1 1 1 2 20901 6 3 2015 1 1 1 4.01 4.76 22000 30 0 1 28000 21 0 2 24000 113 90 0 22000 -97 -99 2 2012
106 0 366 1 2 1 2012 2 1 -99 22000 2 2 -99 5 6 1 1 50 1 0 1 5 1 1 1 2 20901 6 4 2016 2 0 3 3.96 4.88 26000 28 0 1 28000 39 0 1 32000 86 70 1 22000 -97 -99 2 2012
106 0 366 1 2 1 2012 2 1 -99 22000 2 2 -99 5 6 1 1 50 1 0 1 5 1 1 1 2 20901 6 10 2019 5 0 2 4.53 5.14 26000 34 0 1 28000 62 0 0 21000 135 110 0 28000 39 -99 1 2016
106 0 366 1 2 1 2012 2 1 -99 22000 2 2 -99 5 6 1 1 50 1 0 1 5 1 1 1 2 20901 6 16 2022 8 0 3 5.24 5.44 16000 49 0 0 21000 68 0 0 18000 154 100 0 16000 46 -99 0 2019
107 1 572 2 2 2 2000 2 2 2009 3400 3 1 30 5 4 1 1 30 1 0 1 2 1 1 1 2 21651 4 0 2014 0 0 1 4 4 30000 20 0 1 50000 23 0 2 28000 90 60 1 3400 30 -99 3 2000
107 1 572 2 2 2 2000 2 2 2009 3400 3 1 30 5 4 1 1 30 1 0 1 2 1 1 1 2 21651 4 1 2014 0 1 1 4 4 50000 18 0 2 35000 27 0 2 24000 100 100 0 3400 30 -99 3 2000
107 1 572 2 2 2 2000 2 2 2009 3400 3 1 30 5 4 1 1 30 1 0 1 2 1 1 1 2 21651 4 2 2015 1 0 1 4.01 4.08 28000 27 0 2 21000 46 0 0 28000 103 90 0 3400 30 -99 3 2000
107 1 572 2 2 2 2000 2 2 2009 3400 3 1 30 5 4 1 1 30 1 0 1 2 1 1 1 2 21651 4 3 2015 1 1 1 4.01 4.08 26000 26 0 1 24000 42 0 0 32000 83 65 1 3400 30 -99 3 2000
107 1 572 2 2 2 2000 2 2 2009 3400 3 1 30 5 4 1 1 30 1 0 1 2 1 1 1 2 21651 4 4 2016 2 0 1 4.42 4.2 50000 16 0 2 43000 29 0 2 20000 116 100 1 3400 30 -99 3 2000
107 1 572 2 2 2 2000 2 2 2009 3400 3 1 30 5 4 1 1 30 1 0 1 2 1 1 1 2 21651 4 5 2016 2 1 1 4.42 4.2 28000 24 0 2 28000 52 0 0 32000 96 85 1 3400 30 -99 3 2000
107 1 572 2 2 2 2000 2 2 2009 3400 3 1 30 5 4 1 1 30 1 0 1 2 1 1 1 2 21651 4 6 2017 3 0 1 4.14 4.38 28000 25 0 2 28000 46 0 1 21000 139 115 0 3400 30 -99 3 2000
107 1 572 2 2 2 2000 2 2 2009 3400 3 1 30 5 4 1 1 30 1 0 1 2 1 1 1 2 21651 4 7 2017 3 1 1 4.14 4.38 28000 29 0 2 28000 30 0 2 21000 129 75 0 3400 30 -99 2 2000
107 1 572 2 2 2 2000 2 2 2009 3400 3 1 30 5 4 1 1 30 1 0 1 2 1 1 1 2 21651 4 8 2018 4 0 1 4.58 4.46 35000 26 0 2 24000 58 0 1 20000 122 80 1 3400 30 -99 2 2000
107 1 572 2 2 2 2000 2 2 2009 3400 3 1 30 5 4 1 1 30 1 0 1 2 1 1 1 2 21651 4 9 2018 4 1 1 4.58 4.46 26000 28 0 1 28000 34 0 2 32000 102 130 1 3400 30 -99 2 2000
107 1 572 2 2 2 2000 2 2 2009 3400 3 1 30 5 4 1 1 30 1 0 1 2 1 1 1 2 21651 4 10 2019 5 0 1 4.7 4.6 26000 30 0 1 21000 50 0 0 21000 145 95 0 3400 30 -99 2 2000
107 1 572 2 2 2 2000 2 2 2009 3400 3 1 30 5 4 1 1 30 1 0 1 2 1 1 1 2 21651 4 11 2019 5 1 1 4.7 4.6 22000 42 0 1 43000 35 0 2 28000 95 100 1 3400 30 -99 2 2000
107 1 572 2 2 2 2000 2 2 2009 3400 3 1 30 5 4 1 1 30 1 0 1 2 1 1 1 2 21651 4 12 2020 6 0 1 5.13 4.57 25000 40 0 0 28000 29 0 2 20000 118 105 1 3400 30 -99 2 2000
107 1 572 2 2 2 2000 2 2 2009 3400 3 1 30 5 4 1 1 30 1 0 1 2 1 1 1 2 21651 4 13 2020 6 1 1 5.13 4.57 16000 45 0 0 20000 47 0 1 28000 108 120 1 3400 30 -99 2 2000
107 1 572 2 2 2 2000 2 2 2009 3400 3 1 30 5 4 1 1 30 1 0 1 2 1 1 1 2 21651 4 14 2021 7 0 1 5.37 4.49 22000 46 0 1 50000 27 0 2 20000 121 145 1 3400 30 -99 2 2000
107 1 572 2 2 2 2000 2 2 2009 3400 3 1 30 5 4 1 1 30 1 0 1 2 1 1 1 2 21651 4 15 2021 7 1 1 5.37 4.49 43000 25 0 2 32000 64 0 1 21000 141 120 0 3400 30 -99 2 2000
107 1 572 2 2 2 2000 2 2 2009 3400 3 1 30 5 4 1 1 30 1 0 1 2 1 1 1 2 21651 4 16 2022 8 0 1 5.57 4.6 28000 30 0 2 43000 31 0 2 21000 154 140 0 3400 30 -99 2 2000
107 1 572 2 2 2 2000 2 2 2009 3400 3 1 30 5 4 1 1 30 1 0 1 2 1 1 1 2 21651 4 17 2022 8 1 1 5.57 4.6 43000 22 0 2 20000 66 0 1 28000 134 140 0 3400 30 -99 2 2000
108 1 717 2 2 4 2010 2 1 -99 16000 1 1 25 5 5 1 6 -99 -99 -99 1 2 1 1 2 1 21601 2 0 2014 0 0 1 3.75 5 18000 20 0 1 21000 52 0 0 24000 120 85 0 16000 25 -99 1 2010
108 1 717 2 2 4 2010 2 1 -99 16000 1 1 25 5 5 1 6 -99 -99 -99 1 2 1 1 2 1 21601 2 1 2014 0 1 1 3.75 5 22000 20 0 1 28000 40 0 1 28000 120 70 0 16000 25 -99 1 2010
108 1 717 2 2 4 2010 2 1 -99 16000 1 1 25 5 5 1 6 -99 -99 -99 1 2 1 1 2 1 21601 2 2 2015 1 0 1 3.83 5.2 22000 22 0 1 32000 47 0 1 21000 103 105 0 16000 25 -99 1 2010
108 1 717 2 2 4 2010 2 1 -99 16000 1 1 25 5 5 1 6 -99 -99 -99 1 2 1 1 2 1 21601 2 3 2015 1 1 1 3.83 5.2 13000 30 0 0 32000 37 0 1 28000 113 80 1 16000 25 -99 1 2010
108 1 717 2 2 4 2010 2 1 -99 16000 1 1 25 5 5 1 6 -99 -99 -99 1 2 1 1 2 1 21601 2 4 2016 2 0 1 3.9 5.35 30000 32 0 1 21000 44 0 0 28000 126 110 0 16000 25 -99 1 2010
108 1 717 2 2 4 2010 2 1 -99 16000 1 1 25 5 5 1 6 -99 -99 -99 1 2 1 1 2 1 21601 2 5 2016 2 1 1 3.9 5.35 25000 42 0 0 28000 56 0 0 32000 116 70 1 16000 25 -99 1 2010
108 1 717 2 2 4 2010 2 1 -99 16000 1 1 25 5 5 1 6 -99 -99 -99 1 2 1 1 2 1 21601 2 6 2017 3 0 1 4.11 5.65 13000 30 0 0 18000 46 0 0 20000 89 75 1 16000 25 -99 1 2010
108 1 717 2 2 4 2010 2 1 -99 16000 1 1 25 5 5 1 6 -99 -99 -99 1 2 1 1 2 1 21601 2 7 2017 3 1 1 4.11 5.65 18000 30 0 1 28000 56 0 1 20000 99 125 1 16000 25 -99 0 2010
108 1 717 2 2 4 2010 2 1 -99 16000 1 1 25 5 5 1 6 -99 -99 -99 1 2 1 1 2 1 21601 2 8 2018 4 0 1 4.27 5.78 26000 36 0 1 28000 52 0 0 20000 92 110 1 16000 25 -99 0 2010
108 1 717 2 2 4 2010 2 1 -99 16000 1 1 25 5 5 1 6 -99 -99 -99 1 2 1 1 2 1 21601 2 9 2018 4 1 1 4.27 5.78 16000 36 0 0 20000 53 0 1 32000 122 110 1 16000 25 -99 0 2010
108 1 717 2 2 4 2010 2 1 -99 16000 1 1 25 5 5 1 6 -99 -99 -99 1 2 1 1 2 1 21601 2 10 2019 5 0 1 4.55 5.91 50000 31 0 2 24000 50 0 0 24000 105 115 1 16000 25 -99 0 2010
108 1 717 2 2 4 2010 2 1 -99 16000 1 1 25 5 5 1 6 -99 -99 -99 1 2 1 1 2 1 21601 2 11 2019 5 1 1 4.55 5.91 30000 38 0 1 20000 60 0 1 21000 115 95 0 16000 25 -99 0 2010
108 1 717 2 2 4 2010 2 1 -99 16000 1 1 25 5 5 1 6 -99 -99 -99 1 2 1 1 2 1 21601 2 12 2020 6 0 1 4.95 6.03 16000 40 0 0 35000 29 0 2 24000 108 90 1 16000 25 -99 0 2010
108 1 717 2 2 4 2010 2 1 -99 16000 1 1 25 5 5 1 6 -99 -99 -99 1 2 1 1 2 1 21601 2 13 2020 6 1 1 4.95 6.03 26000 44 0 1 21000 60 0 0 20000 108 105 1 16000 25 -99 0 2010
108 1 717 2 2 4 2010 2 1 -99 16000 1 1 25 5 5 1 6 -99 -99 -99 1 2 1 1 2 1 21601 2 14 2021 7 0 2 5.23 6.22 20000 52 0 0 28000 30 0 2 28000 131 145 1 16000 25 -99 0 2010
109 1 374 1 3 2 2014 2 1 -99 22500 1 1 34 3 5 1 1 10 1 0 1 2 2 1 2 2 20874 4 0 2014 0 0 2 3.5 5 25000 28 0 0 20000 40 0 1 18000 120 70 0 22500 34 -99 1 2014
109 1 374 1 3 2 2014 2 1 -99 22500 1 1 34 3 5 1 1 10 1 0 1 2 2 1 2 2 20874 4 6 2017 3 0 2 4.31 5.38 18000 34 0 1 24000 50 0 0 21000 139 115 0 22500 34 -99 1 2014
109 1 374 1 3 2 2014 2 1 -99 22500 1 1 34 3 5 1 1 10 1 0 1 2 2 1 2 2 20874 4 12 2020 6 0 2 4.86 5.65 22000 40 0 1 35000 36 0 2 18000 148 90 0 18000 34 -99 1 2017
110 1 818 1 3 4 2014 2 1 -99 22000 2 1 31 3 6 1 1 40 2 80 1 6 4 2 2 3 20851 4 0 2014 0 0 1 3.75 4.5 43000 18 0 2 43000 20 0 2 32000 80 60 1 22000 31 -99 2 2014
110 1 818 1 3 4 2014 2 1 -99 22000 2 1 31 3 6 1 1 40 2 80 1 6 4 2 2 3 20851 4 1 2014 0 1 1 3.75 4.5 25000 24 0 0 32000 40 0 1 28000 90 60 1 22000 31 -99 2 2014
110 1 818 1 3 4 2014 2 1 -99 22000 2 1 31 3 6 1 1 40 2 80 1 6 4 2 2 3 20851 4 2 2015 1 0 1 4.19 4.65 18000 30 0 1 28000 50 0 0 28000 113 75 0 22000 31 -99 2 2014
110 1 818 1 3 4 2014 2 1 -99 22000 2 1 31 3 6 1 1 40 2 80 1 6 4 2 2 3 20851 4 3 2015 1 1 1 4.19 4.65 18000 34 0 1 21000 46 0 0 28000 103 90 0 22000 31 -99 2 2014
110 1 818 1 3 4 2014 2 1 -99 22000 2 1 31 3 6 1 1 40 2 80 1 6 4 2 2 3 20851 4 4 2016 2 0 1 4.04 4.8 50000 20 0 2 24000 49 0 1 28000 86 120 1 22000 31 -99 2 2014
110 1 818 1 3 4 2014 2 1 -99 22000 2 1 31 3 6 1 1 40 2 80 1 6 4 2 2 3 20851 4 5 2016 2 1 1 4.04 4.8 22000 36 0 1 32000 39 0 1 18000 126 110 0 22000 31 -99 2 2014
110 1 818 1 3 4 2014 2 1 -99 22000 2 1 31 3 6 1 1 40 2 80 1 6 4 2 2 3 20851 4 6 2017 3 0 1 4.15 4.91 16000 44 0 0 28000 56 0 1 28000 89 90 1 22000 31 -99 2 2014
110 1 818 1 3 4 2014 2 1 -99 22000 2 1 31 3 6 1 1 40 2 80 1 6 4 2 2 3 20851 4 7 2017 3 1 1 4.15 4.91 50000 21 0 2 20000 46 0 1 18000 129 85 0 22000 31 -99 1 2014
110 1 818 1 3 4 2014 2 1 -99 22000 2 1 31 3 6 1 1 40 2 80 1 6 4 2 2 3 20851 4 8 2018 4 0 1 4.07 4.98 20000 32 0 0 21000 48 0 0 24000 122 95 1 22000 31 -99 1 2014
110 1 818 1 3 4 2014 2 1 -99 22000 2 1 31 3 6 1 1 40 2 80 1 6 4 2 2 3 20851 4 9 2018 4 1 1 4.07 4.98 43000 22 0 2 50000 34 0 2 21000 132 105 0 22000 31 -99 1 2014
110 1 818 1 3 4 2014 2 1 -99 22000 2 1 31 3 6 1 1 40 2 80 1 6 4 2 2 3 20851 4 10 2019 5 0 1 4.45 5.11 16000 43 0 0 21000 62 0 0 20000 125 85 1 22000 31 -99 1 2014
110 1 818 1 3 4 2014 2 1 -99 22000 2 1 31 3 6 1 1 40 2 80 1 6 4 2 2 3 20851 4 11 2019 5 1 1 4.45 5.11 16000 43 0 0 28000 25 0 2 28000 105 115 1 22000 31 -99 1 2014
110 1 818 1 3 4 2014 2 1 -99 22000 2 1 31 3 6 1 1 40 2 80 1 6 4 2 2 3 20851 4 12 2020 6 0 1 4.93 5.15 18000 44 0 1 20000 57 0 1 21000 138 90 0 22000 31 -99 1 2014
110 1 818 1 3 4 2014 2 1 -99 22000 2 1 31 3 6 1 1 40 2 80 1 6 4 2 2 3 20851 4 13 2020 6 1 1 4.93 5.15 43000 20 0 2 28000 36 0 2 32000 108 140 1 22000 31 -99 1 2014
110 1 818 1 3 4 2014 2 1 -99 22000 2 1 31 3 6 1 1 40 2 80 1 6 4 2 2 3 20851 4 14 2021 7 0 3 5.15 5.06 13000 47 0 0 28000 54 0 1 24000 131 145 1 22000 31 -99 1 2014
111 1 568 2 3 2 2005 2 2 2010 12000 3 1 15.5 5 3 1 1 7 1 0 2 3 1 1 2 3 21001 6 0 2014 0 0 3 4 5.25 26000 28 0 1 28000 44 0 0 20000 80 90 1 12000 15.5 -99 3 2005
111 1 568 2 3 2 2005 2 2 2010 12000 3 1 15.5 5 3 1 1 7 1 0 2 3 1 1 2 3 21001 6 6 2017 3 0 3 4.35 5.61 20000 39 0 0 43000 30 0 2 24000 129 75 0 12000 15.5 -99 3 2014
111 1 568 2 3 2 2005 2 2 2010 12000 3 1 15.5 5 3 1 1 7 1 0 2 3 1 1 2 3 21001 6 12 2020 6 0 3 4.93 6.01 22000 32 0 1 32000 57 0 1 21000 118 130 0 43000 30 -99 2 2017
112 1 514 2 2 4 2005 2 2 2012 12000 2 1 25 3 1 1 4 -99 -99 -99 1 1 2 1 2 2 21227 4 0 2014 0 0 2 4 5.25 18000 32 0 1 35000 23 0 2 32000 80 90 1 12000 25 -99 2 2005
112 1 514 2 2 4 2005 2 2 2012 12000 2 1 25 3 1 1 4 -99 -99 -99 1 1 2 1 2 2 21227 4 6 2017 3 0 4 4.71 5.63 30000 30 0 1 18000 50 0 0 18000 129 85 0 12000 25 -99 2 2014
112 1 514 2 2 4 2005 2 2 2012 12000 2 1 25 3 1 1 4 -99 -99 -99 1 1 2 1 2 2 21227 4 12 2020 6 0 4 5.02 5.97 26000 36 0 1 32000 62 0 1 24000 118 120 1 18000 129 85 0 2017
113 1 1086 2 2 1 2006 2 1 -99 19000 1 2 -99 3 5 1 2 8 1 0 1 3 2 1 2 2 21122 6 0 2014 0 0 1 3.5 5.25 16000 28 0 0 18000 48 0 0 32000 110 90 1 19000 -97 -99 1 2006
113 1 1086 2 2 1 2006 2 1 -99 19000 1 2 -99 3 5 1 2 8 1 0 1 3 2 1 2 2 21122 6 1 2014 0 1 1 3.5 5.25 18000 20 0 1 18000 40 0 0 20000 80 60 1 19000 -97 -99 1 2006
113 1 1086 2 2 1 2006 2 1 -99 19000 1 2 -99 3 5 1 2 8 1 0 1 3 2 1 2 2 21122 6 2 2015 1 0 1 3.86 5.34 35000 19 0 2 35000 24 0 2 21000 113 65 0 19000 -97 -99 1 2006
113 1 1086 2 2 1 2006 2 1 -99 19000 1 2 -99 3 5 1 2 8 1 0 1 3 2 1 2 2 21122 6 3 2015 1 1 1 3.86 5.34 28000 19 0 2 28000 52 0 1 18000 113 105 0 19000 -97 -99 1 2006
113 1 1086 2 2 1 2006 2 1 -99 19000 1 2 -99 3 5 1 2 8 1 0 1 3 2 1 2 2 21122 6 4 2016 2 0 1 3.96 5.43 13000 32 0 0 32000 39 0 1 24000 136 80 0 19000 -97 -99 1 2006
113 1 1086 2 2 1 2006 2 1 -99 19000 1 2 -99 3 5 1 2 8 1 0 1 3 2 1 2 2 21122 6 5 2016 2 1 1 3.96 5.43 22000 24 0 1 43000 25 0 2 32000 106 85 1 19000 -97 -99 1 2006
113 1 1086 2 2 1 2006 2 1 -99 19000 1 2 -99 3 5 1 2 8 1 0 1 3 2 1 2 2 21122 6 6 2017 3 0 1 4.37 5.49 30000 38 0 1 32000 56 0 1 32000 119 75 1 19000 -97 -99 1 2006
113 1 1086 2 2 1 2006 2 1 -99 19000 1 2 -99 3 5 1 2 8 1 0 1 3 2 1 2 2 21122 6 7 2017 3 1 1 4.37 5.49 35000 17 0 2 28000 54 0 0 21000 109 115 0 19000 -97 -99 0 2006
113 1 1086 2 2 1 2006 2 1 -99 19000 1 2 -99 3 5 1 2 8 1 0 1 3 2 1 2 2 21122 6 8 2018 4 0 1 4.31 5.54 13000 32 0 0 24000 58 0 1 24000 132 105 0 19000 -97 -99 0 2006
113 1 1086 2 2 1 2006 2 1 -99 19000 1 2 -99 3 5 1 2 8 1 0 1 3 2 1 2 2 21122 6 9 2018 4 1 1 4.31 5.54 26000 40 0 1 21000 56 0 0 18000 122 90 0 19000 -97 -99 0 2006
113 1 1086 2 2 1 2006 2 1 -99 19000 1 2 -99 3 5 1 2 8 1 0 1 3 2 1 2 2 21122 6 10 2019 5 0 1 4.51 5.62 30000 38 0 1 35000 25 0 2 32000 115 135 1 19000 -97 -99 0 2006
113 1 1086 2 2 1 2006 2 1 -99 19000 1 2 -99 3 5 1 2 8 1 0 1 3 2 1 2 2 21122 6 11 2019 5 1 1 4.51 5.62 22000 30 0 1 24000 54 0 0 28000 135 95 0 19000 -97 -99 0 2006
113 1 1086 2 2 1 2006 2 1 -99 19000 1 2 -99 3 5 1 2 8 1 0 1 3 2 1 2 2 21122 6 12 2020 6 0 1 4.93 5.68 20000 45 0 0 28000 57 0 1 28000 118 90 1 19000 -97 -99 0 2006
113 1 1086 2 2 1 2006 2 1 -99 19000 1 2 -99 3 5 1 2 8 1 0 1 3 2 1 2 2 21122 6 13 2020 6 1 1 4.93 5.68 26000 44 0 1 20000 52 0 1 24000 148 130 0 19000 -97 -99 0 2006
113 1 1086 2 2 1 2006 2 1 -99 19000 1 2 -99 3 5 1 2 8 1 0 1 3 2 1 2 2 21122 6 14 2021 7 0 1 4.87 5.75 25000 52 0 0 24000 54 0 0 21000 131 120 0 19000 -97 -99 0 2006
113 1 1086 2 2 1 2006 2 1 -99 19000 1 2 -99 3 5 1 2 8 1 0 1 3 2 1 2 2 21122 6 15 2021 7 1 1 4.87 5.75 20000 47 0 0 28000 58 0 0 18000 121 120 0 19000 -97 -99 0 2006
113 1 1086 2 2 1 2006 2 1 -99 19000 1 2 -99 3 5 1 2 8 1 0 1 3 2 1 2 2 21122 6 16 2022 8 0 1 4.86 5.8 30000 44 0 1 28000 38 0 2 21000 124 110 0 19000 -97 -99 0 2006
113 1 1086 2 2 1 2006 2 1 -99 19000 1 2 -99 3 5 1 2 8 1 0 1 3 2 1 2 2 21122 6 17 2022 8 1 1 4.86 5.8 25000 54 0 0 32000 66 0 1 32000 134 100 1 19000 -97 -99 0 2006
114 1 280 2 3 1 2008 2 1 -99 27000 3 2 -99 3 6 1 2 30 1 0 1 5 4 1 2 3 20878 4 0 2014 0 0 3 4 5.25 35000 26 0 2 50000 20 0 2 20000 100 110 1 27000 -97 -99 3 2008
114 1 280 2 3 1 2008 2 1 -99 27000 3 2 -99 3 6 1 2 30 1 0 1 5 4 1 2 3 20878 4 6 2017 3 0 3 4.68 5.53 22000 38 0 1 43000 33 0 2 28000 89 90 1 27000 -97 -99 3 2014
114 1 280 2 3 1 2008 2 1 -99 27000 3 2 -99 3 6 1 2 30 1 0 1 5 4 1 2 3 20878 4 12 2020 6 0 3 5.5 5.74 35000 28 0 2 28000 26 0 2 24000 128 115 0 43000 33 -99 2 2017
115 1 505 2 2 2 -99 2 1 -99 -99 1 2 -99 3 2 2 7 -99 -99 -99 2 1 1 1 3 1 21903 6 0 2014 0 0 2 3.5 4.25 13000 33 0 0 28000 40 0 1 24000 110 110 1 -99 -97 -99 1 -99
115 1 505 2 2 2 -99 2 1 -99 -99 1 2 -99 3 2 2 7 -99 -99 -99 2 1 1 1 3 1 21903 6 6 2017 3 0 1 3.63 4.5 43000 21 0 2 28000 41 0 1 32000 89 75 1 -99 -97 -99 1 2014
115 1 505 2 2 2 -99 2 1 -99 -99 1 2 -99 3 2 2 7 -99 -99 -99 2 1 1 1 3 1 21903 6 7 2017 3 1 1 3.63 4.5 18000 34 0 1 28000 54 0 0 28000 119 85 0 13000 33 -99 0 2014
115 1 505 2 2 2 -99 2 1 -99 -99 1 2 -99 3 2 2 7 -99 -99 -99 2 1 1 1 3 1 21903 6 8 2018 4 0 1 3.68 4.65 25000 36 0 0 24000 53 0 1 28000 92 130 1 13000 33 -99 0 2014
115 1 505 2 2 2 -99 2 1 -99 -99 1 2 -99 3 2 2 7 -99 -99 -99 2 1 1 1 3 1 21903 6 9 2018 4 1 1 3.68 4.65 26000 28 0 1 18000 60 0 0 28000 122 120 0 13000 33 -99 0 2014
115 1 505 2 2 2 -99 2 1 -99 -99 1 2 -99 3 2 2 7 -99 -99 -99 2 1 1 1 3 1 21903 6 10 2019 5 0 1 3.5 4.67 30000 30 0 1 28000 54 0 0 24000 125 85 0 13000 33 -99 0 2014
115 1 505 2 2 2 -99 2 1 -99 -99 1 2 -99 3 2 2 7 -99 -99 -99 2 1 1 1 3 1 21903 6 11 2019 5 1 1 3.5 4.67 22000 38 0 1 20000 45 0 1 24000 125 110 0 13000 33 -99 0 2014
115 1 505 2 2 2 -99 2 1 -99 -99 1 2 -99 3 2 2 7 -99 -99 -99 2 1 1 1 3 1 21903 6 12 2020 6 0 1 3.74 4.71 28000 32 0 2 35000 29 0 2 32000 98 120 1 13000 33 -99 0 2014
115 1 505 2 2 2 -99 2 1 -99 -99 1 2 -99 3 2 2 7 -99 -99 -99 2 1 1 1 3 1 21903 6 13 2020 6 1 1 3.74 4.71 43000 24 0 2 28000 64 0 0 21000 138 115 0 13000 33 -99 0 2014
115 1 505 2 2 2 -99 2 1 -99 -99 1 2 -99 3 2 2 7 -99 -99 -99 2 1 1 1 3 1 21903 6 14 2021 7 0 1 3.94 4.83 18000 46 0 1 28000 34 0 2 21000 141 95 0 13000 33 -99 0 2014
